N,TCS,TAM,TLM
100,6.324000e-04,1.360000e-05,6.600000e-06
144,2.116400e-03,4.800000e-05,3.520000e-05
189,5.418200e-03,9.140000e-05,4.440000e-05
233,8.731400e-03,1.730000e-04,3.980000e-05
278,1.527020e-02,1.894000e-04,5.700000e-05
322,2.187140e-02,2.154000e-04,5.460000e-05
367,3.492900e-02,3.896000e-04,6.540000e-05
411,5.279140e-02,3.420000e-04,7.380000e-05
456,4.851780e-02,4.032000e-04,8.300000e-05
500,7.222720e-02,5.686000e-04,1.118000e-04
