N,TCS,TAM,TLM
100,3.662000e-04,1.040000e-05,3.000000e-06
144,1.028600e-03,2.940000e-05,1.320000e-05
189,3.767200e-03,5.640000e-05,1.620000e-05
233,6.334800e-03,7.800000e-05,1.900000e-05
278,1.023740e-02,1.442000e-04,3.460000e-05
322,1.525780e-02,1.692000e-04,3.900000e-05
367,2.371520e-02,2.362000e-04,5.820000e-05
411,4.782560e-02,2.850000e-04,6.000000e-05
456,4.897260e-02,3.888000e-04,8.240000e-05
500,6.059160e-02,5.164000e-04,9.940000e-05
