N,TCS,TAM,TLM
100,2.520000e-03,1.080000e-05,6.000000e-06
144,6.863000e-03,3.180000e-05,2.120000e-05
189,1.608620e-02,6.500000e-05,2.220000e-05
233,2.781060e-02,9.000000e-05,3.060000e-05
278,4.948780e-02,1.534000e-04,4.340000e-05
322,7.986140e-02,2.410000e-04,6.380000e-05
367,1.248064e-01,3.076000e-04,8.080000e-05
411,1.832540e-01,3.854000e-04,8.280000e-05
456,2.202164e-01,4.546000e-04,1.002000e-04
500,3.211588e-01,5.670000e-04,1.266000e-04
