N,TCS,TAM,TLM
100,4.088000e-04,9.800000e-06,3.600000e-06
280,1.243080e-02,2.468000e-04,8.140000e-05
460,5.488360e-02,5.902000e-04,1.762000e-04
640,1.645494e-01,1.170600e-03,3.426000e-04
820,4.398428e-01,2.426800e-03,3.854000e-04
1000,8.880576e-01,3.078400e-03,5.640000e-04
