N,TCS,TAM,TLM
100,2.719800e-03,9.400000e-06,4.600000e-06
280,6.072100e-02,2.492000e-04,9.880000e-05
460,2.724076e-01,6.862000e-04,2.308000e-04
640,7.906978e-01,1.347400e-03,3.250000e-04
820,1.754324e+00,2.195200e-03,5.162000e-04
1000,3.517444e+00,3.421400e-03,6.970000e-04
