N,TCS,TAM,TLM
100,4.030000e-04,1.220000e-05,4.800000e-06
280,1.305720e-02,2.508000e-04,9.840000e-05
460,5.628900e-02,6.882000e-04,1.898000e-04
640,1.713012e-01,1.180400e-03,2.744000e-04
820,4.376378e-01,1.923400e-03,3.868000e-04
1000,8.340806e-01,3.022200e-03,6.182000e-04
