N,TCS,TAM,TLM
100,4.738000e-04,9.000000e-06,4.400000e-06
233,9.136600e-03,1.729000e-04,7.090000e-05
367,3.162850e-02,4.397000e-04,1.516000e-04
500,8.407540e-02,8.138000e-04,2.121000e-04
