N,TCS,TAM,TLM
100,2.703500e-03,8.800000e-06,9.000000e-06
233,3.620090e-02,1.606000e-04,7.450000e-05
367,1.466509e-01,4.308000e-04,1.370000e-04
500,3.810793e-01,7.519000e-04,2.201000e-04
