N,TCS,TAM,TLM
100,2.685300e-03,7.500000e-06,4.700000e-06
233,3.845300e-02,1.661000e-04,1.169000e-04
367,1.513821e-01,4.784000e-04,1.342000e-04
500,3.858743e-01,7.818000e-04,2.100000e-04
