N,TCS,TAM,TLM
100,3.324000e-04,5.600000e-06,2.800000e-06
233,7.356000e-03,1.448000e-04,5.810000e-05
367,2.967040e-02,4.271000e-04,1.701000e-04
500,7.679110e-02,7.553000e-04,2.113000e-04
