N,TCS,TAM,TLM
100,4.472000e-04,8.000000e-06,4.500000e-06
151,1.390600e-03,3.120000e-05,1.220000e-05
227,5.862100e-03,8.780000e-05,2.690000e-05
342,1.947910e-02,2.457000e-04,6.590000e-05
515,6.620910e-02,5.705000e-04,1.370000e-04
776,3.382144e-01,1.446300e-03,2.782000e-04
1170,1.271701e+00,2.789700e-03,4.992000e-04
1762,5.035305e+00,4.203500e-03,1.020400e-03
2655,5.764214e+01,6.637100e-03,1.819400e-03
4000,2.280812e+02,1.204810e-02,2.229500e-03
