N,TCS,TAM
100,7.121537e-04,2.070191e-04
151,1.267533e-03,9.610690e-05
227,4.237386e-03,2.241953e-04
342,2.355129e-02,4.746925e-04
515,1.071596e-01,7.169999e-04
776,4.144370e-01,2.190706e-03
1170,1.745636e+00,3.590785e-03
1762,2.104890e+01,5.655474e-03
2655,1.096069e+02,2.930708e-02
4000,4.276172e+02,5.124476e-02
