N,TCS,TAM,TLM
100,0.000000e+000,0.000000e+000,0.000000e+000
422,3.310000e-002,2.000000e-004,0.000000e+000
744,2.268000e-001,6.000000e-004,4.000000e-004
1067,7.004000e-001,6.200000e-003,8.000000e-004
1389,1.948800e+000,6.300000e-003,4.000000e-003
1711,4.251500e+000,1.120000e-002,5.900000e-003
2033,1.522180e+001,1.170000e-002,4.100000e-003
2356,3.285080e+001,1.330000e-002,4.700000e-003
2678,6.356460e+001,2.000000e-002,1.040000e-002
3000,1.068314e+002,2.440000e-002,1.390000e-002
