N,TCS,TAM,TLM
100,2.000000e-003,0.000000e+000,0.000000e+000
422,1.625000e-001,6.000000e-004,0.000000e+000
744,9.972000e-001,3.200000e-003,2.500000e-003
1067,3.005600e+000,5.100000e-003,1.700000e-003
1389,7.308500e+000,7.900000e-003,3.100000e-003
1711,1.646830e+001,1.310000e-002,5.200000e-003
2033,4.554120e+001,1.290000e-002,3.400000e-003
2356,6.579630e+001,2.180000e-002,7.200000e-003
2678,1.107348e+002,2.410000e-002,9.100000e-003
3000,2.017813e+002,2.880000e-002,7.600000e-003
