N,TCS,TAM,TLM
100,1.500000e-003,0.000000e+000,0.000000e+000
422,1.614000e-001,1.700000e-003,5.000000e-004
744,1.003800e+000,0.000000e+000,6.000000e-004
1067,3.020800e+000,3.200000e-003,3.100000e-003
1389,7.355700e+000,7.300000e-003,1.800000e-003
1711,1.640280e+001,6.900000e-003,9.400000e-003
2033,4.524410e+001,1.280000e-002,5.400000e-003
2356,6.508330e+001,1.870000e-002,8.800000e-003
2678,1.108637e+002,2.270000e-002,1.100000e-002
3000,2.025797e+002,2.830000e-002,1.720000e-002
