N,TCS,TAM,TLM
100,5.000000e-004,0.000000e+000,0.000000e+000
422,5.390000e-002,1.500000e-003,1.000000e-004
744,3.944000e-001,2.000000e-003,8.000000e-004
1067,1.165700e+000,5.100000e-003,1.000000e-004
1389,2.746200e+000,5.700000e-003,2.200000e-003
1711,5.903400e+000,1.020000e-002,3.800000e-003
2033,1.718510e+001,1.030000e-002,9.700000e-003
2356,3.220150e+001,1.550000e-002,3.700000e-003
2678,5.638200e+001,2.200000e-002,8.400000e-003
3000,9.304590e+001,2.460000e-002,1.030000e-002
