N,TCS,TAM,TLM
100,3.205000e-04,1.240000e-05,2.900000e-06
422,3.503040e-02,4.116000e-04,7.310000e-05
744,2.822270e-01,1.233700e-03,1.525000e-04
1067,8.637237e-01,2.683400e-03,3.447000e-04
1389,1.922017e+00,4.430200e-03,5.801000e-04
1711,3.810877e+00,6.854200e-03,9.991000e-04
2033,8.310211e+00,9.941500e-03,1.469700e-03
2356,1.867512e+01,1.334690e-02,2.220600e-03
2678,4.036582e+01,1.691180e-02,2.933900e-03
3000,5.956546e+01,2.102170e-02,3.489700e-03
