N,TCS,TAM,TLM
100,6.862000e-04,1.680000e-05,5.900000e-06
422,3.431040e-02,5.431000e-04,7.660000e-05
744,2.725267e-01,1.645000e-03,1.770000e-04
1067,8.737808e-01,2.974900e-03,3.693000e-04
1389,1.935779e+00,4.881700e-03,7.511000e-04
1711,3.874945e+00,7.442900e-03,1.463800e-03
2033,8.407063e+00,1.054760e-02,2.081000e-03
2356,1.912698e+01,1.398420e-02,2.637600e-03
2678,4.054085e+01,1.777580e-02,3.347700e-03
3000,6.010883e+01,2.202540e-02,3.925600e-03
