N,TCS,TAM,TLM
100,2.880600e-03,2.970000e-05,4.100000e-06
422,1.587642e-01,6.162000e-04,7.460000e-05
744,1.080923e+00,2.008800e-03,1.930000e-04
1067,3.000165e+00,4.111300e-03,4.714000e-04
1389,6.747940e+00,6.598500e-03,8.934000e-04
1711,1.433660e+01,9.981100e-03,1.368100e-03
2033,2.866284e+01,1.391510e-02,1.814300e-03
2356,5.135302e+01,1.853380e-02,2.491700e-03
2678,8.464111e+01,2.379670e-02,3.224900e-03
3000,1.372831e+02,2.964240e-02,3.846600e-03
