N,TCS,TAM,TLM
100,2.558800e-03,2.920000e-05,4.900000e-06
422,1.581543e-01,6.177000e-04,7.840000e-05
744,1.079980e+00,2.002000e-03,1.771000e-04
1067,3.000116e+00,4.190600e-03,5.169000e-04
1389,6.774713e+00,6.837700e-03,1.109600e-03
1711,1.431512e+01,1.029340e-02,1.621600e-03
2033,2.849562e+01,1.437500e-02,2.130700e-03
2356,5.139034e+01,1.926010e-02,2.770800e-03
2678,8.495537e+01,2.464310e-02,3.415800e-03
3000,1.377492e+02,3.066560e-02,4.051500e-03
