N,TCS,TAM
100,1.586462e-03,1.932010e-04
144,1.109562e-03,7.095160e-05
188,3.865642e-03,1.728542e-04
232,4.778581e-03,2.120086e-04
276,1.041094e-02,3.659038e-04
320,1.798641e-02,5.345660e-04
364,3.653479e-02,9.233330e-04
408,5.262679e-02,3.343942e-04
452,7.688083e-02,6.427820e-04
496,1.187057e-01,1.440779e-03
