N,TCS,TAM,TLM
100,2.419400e-03,2.660000e-05,3.200000e-06
144,6.854600e-03,8.440000e-05,2.100000e-05
189,1.693480e-02,1.566000e-04,2.920000e-05
233,2.868280e-02,2.126000e-04,4.160000e-05
278,5.315280e-02,3.288000e-04,6.220000e-05
322,8.210160e-02,3.896000e-04,6.100000e-05
367,1.149550e-01,4.910000e-04,7.020000e-05
411,1.790848e-01,6.334000e-04,8.600000e-05
456,2.244968e-01,8.066000e-04,1.116000e-04
500,3.089776e-01,1.046800e-03,1.316000e-04
