N,TCS,TAM,TLM
100,2.397200e-03,3.340000e-05,6.800000e-06
144,7.674600e-03,1.006000e-04,3.200000e-05
189,1.855460e-02,1.364000e-04,3.600000e-05
233,2.859800e-02,2.578000e-04,4.120000e-05
278,5.297840e-02,3.122000e-04,7.840000e-05
322,7.538240e-02,3.918000e-04,7.320000e-05
367,1.211150e-01,5.430000e-04,9.600000e-05
411,1.826412e-01,6.584000e-04,9.860000e-05
456,2.213578e-01,8.204000e-04,1.152000e-04
500,2.952074e-01,1.041200e-03,1.304000e-04
