N,TCS,TAM,TLM
100,3.046000e-04,1.980000e-05,3.000000e-06
144,9.468000e-04,4.820000e-05,1.300000e-05
189,3.412400e-03,7.260000e-05,1.500000e-05
233,6.024400e-03,1.808000e-04,2.280000e-05
278,1.040800e-02,1.886000e-04,3.140000e-05
322,1.725980e-02,2.508000e-04,5.380000e-05
367,2.340760e-02,2.944000e-04,6.140000e-05
411,4.807260e-02,4.186000e-04,8.080000e-05
456,4.756980e-02,5.036000e-04,1.002000e-04
500,6.651380e-02,7.072000e-04,1.240000e-04
