N,TCS,TAM,TLM
100,1.147750e-02,5.800000e-05,1.350000e-05
200,7.086100e-02,2.135000e-04,5.400000e-05
300,2.429520e-01,4.735000e-04,1.000000e-04
400,6.430590e-01,8.565000e-04,2.235000e-04
500,1.081910e+00,1.490000e-03,2.170000e-04
600,2.171495e+00,2.192500e-03,3.220000e-04
700,3.516870e+00,8.854000e-03,4.975000e-04
800,4.868510e+00,9.251000e-03,6.850000e-04
900,6.914075e+00,4.462900e-02,7.400000e-04
1000,9.615735e+00,5.680600e-02,9.355000e-04
