N,TCS,TAM,TLM
100,1.804000e-03,6.800000e-05,1.450000e-05
200,1.464650e-02,2.705000e-04,6.750000e-05
300,4.116300e-02,4.910000e-04,9.950000e-05
400,1.040060e-01,8.540000e-04,1.620000e-04
500,2.992540e-01,1.338500e-03,2.305000e-04
600,1.484096e+00,1.962900e-02,2.870000e-04
700,2.145716e+00,9.666000e-03,4.345000e-04
800,4.113645e+00,4.276300e-02,5.850000e-04
900,6.020518e+00,1.800400e-02,8.595000e-04
1000,8.332102e+00,1.815750e-02,9.790000e-04
