N,TCS,TAM
100,1.024188e-03,1.481547e-04
422,5.655317e-02,6.713841e-04
744,3.703482e-01,2.103135e-03
1066,1.225273e+00,2.882605e-03
1388,5.548654e+00,4.360584e-03
1710,2.142883e+01,6.685205e-03
2032,4.476080e+01,1.570710e-02
2354,7.811344e+01,2.862305e-02
2676,1.194379e+02,2.960685e-02
2998,1.767194e+02,5.136387e-02
