N,TCS,TAM,TLM
100,3.042000e-04,1.140000e-05,2.600000e-06
422,3.643980e-02,3.968000e-04,6.610000e-05
744,2.880986e-01,1.383100e-03,1.930000e-04
1067,8.971901e-01,3.068600e-03,3.434000e-04
1389,2.077577e+00,4.846700e-03,6.178000e-04
1711,4.195943e+00,7.134600e-03,8.020000e-04
2033,1.120579e+01,1.029160e-02,1.145700e-03
2356,2.887960e+01,1.371000e-02,1.599800e-03
2678,6.072686e+01,1.762530e-02,1.567600e-03
3000,8.899825e+01,2.384350e-02,1.882500e-03
