N,TCS,TAM,TLM
100,4.204400e-03,5.120000e-05,1.040000e-05
200,3.340100e-02,3.598000e-04,5.900000e-05
300,1.106304e-01,5.358000e-04,1.272000e-04
400,2.979250e-01,9.616000e-04,1.968000e-04
500,5.703048e-01,1.445400e-03,2.406000e-04
