N,TCS,TAM,TLM
100,5.088000e-04,2.080000e-05,7.400000e-06
200,5.721200e-03,1.986000e-04,5.380000e-05
300,1.855480e-02,3.852000e-04,1.306000e-04
400,4.197160e-02,7.114000e-04,1.408000e-04
500,1.005566e-01,1.047200e-03,2.226000e-04
