N,TCS,TAM,TLM
100,4.187800e-03,4.040000e-05,7.000000e-06
200,3.373360e-02,3.666000e-04,8.560000e-05
300,1.133272e-01,5.534000e-04,1.140000e-04
400,2.859504e-01,1.057400e-03,1.754000e-04
500,5.836382e-01,1.421200e-03,2.200000e-04
