N,TCS,TAM,TLM
100,4.052400e-03,3.980000e-05,6.000000e-06
144,1.217320e-02,1.122000e-04,3.940000e-05
189,3.258260e-02,2.110000e-04,5.140000e-05
233,5.111560e-02,3.032000e-04,6.660000e-05
278,8.744720e-02,3.972000e-04,8.040000e-05
322,1.381850e-01,5.382000e-04,9.420000e-05
367,2.063262e-01,8.068000e-04,1.410000e-04
411,3.088452e-01,1.184800e-03,1.526000e-04
456,4.267642e-01,1.120600e-03,2.022000e-04
500,5.598384e-01,1.297200e-03,1.870000e-04
