N,TCS,TAM,TLM
100,5.010000e-04,2.500000e-05,4.400000e-06
144,1.582200e-03,6.400000e-05,2.400000e-05
189,6.031000e-03,1.416000e-04,4.540000e-05
233,9.129200e-03,2.286000e-04,7.340000e-05
278,1.360960e-02,2.836000e-04,7.900000e-05
322,2.085260e-02,4.124000e-04,1.166000e-04
367,3.258660e-02,5.768000e-04,1.516000e-04
411,5.702780e-02,6.410000e-04,1.550000e-04
456,7.053840e-02,8.146000e-04,1.844000e-04
500,9.214020e-02,1.340200e-03,2.880000e-04
