N,TCS,TAM
100,2.944976e-03,3.044048e-04
144,2.623844e-03,2.389288e-04
188,1.017212e-02,3.471092e-04
232,1.369248e-02,4.632342e-04
276,2.596178e-02,5.942278e-04
320,4.312855e-02,6.589478e-04
364,6.390180e-02,1.424034e-03
408,8.771204e-02,7.287808e-04
452,1.246297e-01,9.054308e-04
496,1.658838e-01,2.273281e-03
