N,TCS,TAM,TLM
100,5.224000e-04,2.660000e-05,5.800000e-06
144,2.374400e-03,8.060000e-05,5.220000e-05
189,6.623800e-03,1.634000e-04,4.060000e-05
233,8.744200e-03,1.972000e-04,5.520000e-05
278,1.494680e-02,3.244000e-04,9.700000e-05
322,2.583940e-02,4.838000e-04,1.036000e-04
367,3.410380e-02,5.328000e-04,1.224000e-04
411,7.163920e-02,8.716000e-04,1.904000e-04
456,7.300620e-02,8.846000e-04,1.972000e-04
500,1.048842e-01,1.046800e-03,2.214000e-04
