N,TCS,TAM,TLM
100,4.453000e-03,3.580000e-05,8.000000e-06
144,1.150000e-02,1.496000e-04,5.440000e-05
189,3.297780e-02,2.324000e-04,6.300000e-05
233,4.997320e-02,2.936000e-04,6.560000e-05
278,8.783920e-02,4.210000e-04,9.740000e-05
322,1.376150e-01,5.640000e-04,1.068000e-04
367,2.077912e-01,8.532000e-04,1.420000e-04
411,3.167172e-01,1.149000e-03,1.718000e-04
456,4.262218e-01,1.233400e-03,2.688000e-04
500,5.693298e-01,1.402400e-03,2.292000e-04
