N,TCS,TAM,TLM
100,2.193000e-03,2.520000e-05,3.200000e-06
144,6.640000e-03,5.920000e-05,2.040000e-05
189,1.669380e-02,1.064000e-04,2.080000e-05
233,2.875500e-02,1.794000e-04,2.480000e-05
278,4.734400e-02,2.552000e-04,3.700000e-05
322,7.653760e-02,3.968000e-04,4.760000e-05
367,1.143674e-01,4.936000e-04,5.880000e-05
411,1.738716e-01,6.258000e-04,6.500000e-05
456,2.235388e-01,7.706000e-04,8.560000e-05
500,3.155152e-01,1.016200e-03,1.124000e-04
