N,TCS,TAM
100,3.107300e-02,2.772808e-04
144,9.494987e-02,5.745888e-04
189,2.178315e-01,1.066303e-03
233,4.146381e-01,1.650476e-03
278,7.601865e-01,2.429962e-03
322,1.192934e+00,3.658342e-03
367,1.836607e+00,4.720688e-03
411,2.650686e+00,6.008482e-03
456,3.651808e+00,7.593298e-03
500,4.856858e+00,9.015656e-03
