N,TCS,TAM,TLM
100,4.650000e-04,1.540000e-05,4.600000e-06
144,1.498400e-03,4.140000e-05,3.120000e-05
189,3.882800e-03,8.140000e-05,2.560000e-05
233,6.913000e-03,1.480000e-04,4.420000e-05
278,1.091840e-02,1.780000e-04,3.500000e-05
322,1.654900e-02,2.356000e-04,3.680000e-05
367,2.323140e-02,3.782000e-04,8.560000e-05
411,4.606940e-02,4.352000e-04,5.300000e-05
456,5.122440e-02,6.178000e-04,9.400000e-05
500,6.364680e-02,6.524000e-04,7.760000e-05
