N,TCS,TAM,TLM
100,9.169200e-03,1.720000e-05,1.130000e-05
200,6.946000e-02,1.760000e-04,5.370000e-05
300,2.291577e-01,4.235000e-04,9.630000e-05
400,5.263888e-01,7.148000e-04,1.395000e-04
500,1.073129e+00,1.128900e-03,2.033000e-04
