N,TCS,TAM,TLM
100,1.352900e-03,1.960000e-05,1.430000e-05
200,1.216380e-02,1.908000e-04,5.710000e-05
300,4.183510e-02,4.532000e-04,1.046000e-04
400,1.082882e-01,8.745000e-04,1.675000e-04
500,2.725252e-01,1.198600e-03,2.106000e-04
