N,TCS,TAM,TLM
100,1.571000e-03,1.980000e-05,1.330000e-05
200,1.182700e-02,1.850000e-04,5.540000e-05
300,4.077470e-02,4.436000e-04,9.980000e-05
400,1.040417e-01,8.161000e-04,1.580000e-04
500,2.682733e-01,1.171700e-03,2.054000e-04
