N,TCS,TAM
100,3.937838e-03,2.139950e-04
200,4.136014e-03,8.510630e-04
300,1.362927e-02,1.947586e-03
400,4.498110e-02,7.010760e-04
500,9.703021e-02,9.858810e-04
600,1.899839e-01,9.289610e-04
700,3.597355e-01,2.674484e-03
800,4.429600e-01,5.614903e-03
900,6.589439e-01,1.494811e-03
1000,9.876200e-01,2.578210e-03
