N,TCS,TAM,TLM
100,5.040000e-04,6.000000e-05,1.200000e-05
200,4.822000e-03,1.170000e-04,3.000000e-05
300,1.551100e-02,2.240000e-04,6.400000e-05
400,3.755500e-02,5.420000e-04,8.400000e-05
500,6.635500e-02,6.040000e-04,1.600000e-04
600,1.422460e-01,1.163000e-03,2.040000e-04
700,2.953930e-01,1.556000e-03,4.140000e-04
800,4.021290e-01,1.666000e-03,3.130000e-04
900,5.632370e-01,1.870000e-03,3.850000e-04
1000,7.621260e-01,2.450000e-03,4.490000e-04
