N,TCS,TAM,TLM
100,2.413000e-03,3.500000e-05,1.100000e-05
200,1.927400e-02,1.010000e-04,4.900000e-05
300,6.262100e-02,2.220000e-04,8.700000e-05
400,1.449590e-01,3.820000e-04,8.500000e-05
500,2.997860e-01,9.210000e-04,1.330000e-04
600,5.808790e-01,8.040000e-04,2.060000e-04
700,9.211390e-01,1.774000e-03,2.910000e-04
800,1.515625e+00,1.453000e-03,3.260000e-04
900,2.055264e+00,1.934000e-03,3.250000e-04
1000,2.991142e+00,2.503000e-03,4.340000e-04
