N,TCS,TAM,TLM
100,4.450000e-04,9.500000e-05,1.300000e-05
150,1.433000e-03,5.700000e-05,3.200000e-05
224,6.517000e-03,2.030000e-04,3.800000e-05
334,1.957000e-02,3.550000e-04,8.000000e-05
500,6.293500e-02,7.510000e-04,1.380000e-04
