N,TCS,TAM,TLM
100,5.470000e-04,7.700000e-05,4.000000e-06
150,1.620000e-03,5.400000e-05,1.800000e-05
224,6.590000e-03,1.030000e-04,2.600000e-05
334,2.122600e-02,3.080000e-04,8.100000e-05
500,6.232600e-02,8.800000e-04,1.270000e-04
