N,TCS,TAM,TLM
100,2.387100e-03,6.900000e-06,5.300000e-06
422,1.737873e-01,3.645000e-04,9.190000e-05
744,1.147126e+00,1.285300e-03,2.627000e-04
1067,3.235399e+00,2.467800e-03,4.594000e-04
1389,7.263977e+00,3.169700e-03,7.056000e-04
1711,1.732285e+01,3.909200e-03,1.015500e-03
2033,3.852687e+01,4.825500e-03,1.303600e-03
2356,6.575137e+01,5.657200e-03,1.614800e-03
2678,1.053673e+02,6.648300e-03,1.679800e-03
3000,1.688539e+02,7.632300e-03,1.806300e-03
