N,TCS,TAM,TLM
100,4.320000e-04,1.230000e-05,3.700000e-06
422,3.642070e-02,3.629000e-04,6.910000e-05
744,2.957317e-01,1.290900e-03,2.760000e-04
1067,8.982651e-01,2.336700e-03,4.980000e-04
1389,1.995420e+00,3.063900e-03,7.184000e-04
1711,4.289613e+00,3.795900e-03,1.045600e-03
2033,1.132651e+01,4.815600e-03,1.398700e-03
2356,2.928937e+01,5.608500e-03,1.659800e-03
2678,6.225878e+01,6.735000e-03,1.927700e-03
3000,9.172438e+01,7.570800e-03,2.232800e-03
