N,TCS,TAM,TLM
100,3.819000e-04,5.400000e-06,6.000000e-06
422,3.563540e-02,3.311000e-04,5.800000e-05
744,2.938954e-01,1.164100e-03,2.396000e-04
1067,9.607993e-01,2.726300e-03,4.201000e-04
1389,2.035113e+00,3.329300e-03,5.953000e-04
1711,4.213225e+00,3.859800e-03,8.693000e-04
2033,1.093398e+01,4.661100e-03,1.274200e-03
2356,2.888815e+01,5.801400e-03,1.940600e-03
2678,6.179683e+01,6.594000e-03,1.963200e-03
3000,9.031084e+01,7.735600e-03,2.111700e-03
