N,TCS,TAM,TLM
100,6.046800e-03,5.840000e-05,1.000000e-05
422,5.237927e-01,1.159000e-03,1.465000e-04
744,3.585506e+00,4.279300e-03,3.785000e-04
1067,1.230262e+01,8.344000e-03,4.899000e-04
1389,3.062642e+01,1.434990e-02,7.768000e-04
1711,7.599638e+01,2.223480e-02,1.684900e-03
2033,1.352970e+02,3.194050e-02,2.017100e-03
2356,2.060432e+02,4.387870e-02,2.561300e-03
2678,3.060682e+02,5.742010e-02,3.476500e-03
3000,4.841251e+02,6.972280e-02,3.747000e-03
