N,TCS,TAM,TLM
100,8.536000e-04,2.030000e-05,7.400000e-06
422,7.377490e-02,4.082000e-04,9.940000e-05
744,6.545946e-01,2.012800e-03,3.548000e-04
1067,2.322896e+00,4.996800e-03,4.957000e-04
1389,5.505758e+00,8.269000e-03,7.775000e-04
1711,1.581940e+01,1.274430e-02,1.655500e-03
2033,3.385804e+01,1.781910e-02,2.035300e-03
2356,4.968033e+01,2.373190e-02,2.609600e-03
2678,7.640927e+01,3.014770e-02,3.180700e-03
3000,1.178234e+02,3.888520e-02,4.136100e-03
