N,TCS,TAM,TLM
100,6.110800e-03,5.580000e-05,8.200000e-06
422,5.212592e-01,1.163300e-03,1.285000e-04
744,3.732013e+00,4.259900e-03,3.593000e-04
1067,1.249621e+01,8.424300e-03,4.811000e-04
1389,3.070708e+01,1.431170e-02,7.736000e-04
1711,7.604706e+01,2.220870e-02,1.663900e-03
2033,1.350979e+02,3.209360e-02,1.953300e-03
2356,2.057786e+02,4.387310e-02,2.585900e-03
2678,3.061988e+02,5.708930e-02,3.646800e-03
3000,4.881386e+02,7.015150e-02,3.740300e-03
