N,TCS,TAM,TLM
100,2.287100e-03,6.600000e-06,4.600000e-06
422,1.794554e-01,6.435000e-04,9.600000e-05
744,1.182760e+00,1.281100e-03,2.710000e-04
1067,3.331960e+00,2.443600e-03,4.817000e-04
1389,7.701189e+00,3.306600e-03,7.587000e-04
1711,1.848738e+01,4.096800e-03,1.037300e-03
2033,3.921370e+01,4.791400e-03,1.337600e-03
2356,6.637634e+01,5.716300e-03,1.453200e-03
2678,1.065416e+02,6.645600e-03,1.889900e-03
3000,1.685386e+02,7.836200e-03,1.626800e-03
