N,TCS,TAM,TLM
100,4.609000e-04,8.300000e-06,3.700000e-06
422,3.842540e-02,3.540000e-04,7.790000e-05
744,3.006231e-01,1.348700e-03,2.912000e-04
1067,9.384391e-01,2.445600e-03,5.095000e-04
1389,2.089684e+00,3.206600e-03,7.647000e-04
1711,4.540195e+00,4.024500e-03,1.128900e-03
2033,1.181570e+01,4.745500e-03,1.398400e-03
2356,3.018560e+01,5.809900e-03,1.828800e-03
2678,6.275710e+01,6.524500e-03,1.891000e-03
3000,9.253115e+01,7.409700e-03,2.150300e-03
